id,tweet_id,text,tag,date,partition
327,302391136121655297,#russianmeteor <URL> anybody determine if this kind of really works ? ,Not applicable,Fri Feb 15 12:17:19 +0000 2013,train
328,302391291281559552,meteor falls in russia ; 500 injured ; buildings damaged . ap photo of the meteorite contrail . <URL> <URL> . . . ,Related and informative,Fri Feb 15 12:17:56 +0000 2013,train
329,302391450686062592,meteorite explosion over #russia – in pictures <URL> #russianmeteor ,Related and informative,Fri Feb 15 12:18:34 +0000 2013,train
330,302391710711959552,"the russian academy of sciences estimates the fallen meteor weighed 10 tons , travelled at 33,000 mph : <URL> ",Related and informative,Fri Feb 15 12:19:36 +0000 2013,train
331,302391962391175168,at least 250 people injuried because of the meteor shower . ): #russianmeteor ,Related and informative,Fri Feb 15 12:20:36 +0000 2013,train
332,302392138568724482,a meteor exploded over russia and injured 500 people that ' s retarded ,Related and informative,Fri Feb 15 12:21:18 +0000 2013,train
333,302392520250388480,"sempena meteor showers in russia today , fox movies is showing armageddon #coincidence ",Related - but not informative,Fri Feb 15 12:22:49 +0000 2013,train
334,302392528622202880,rt <USR> space pizza ! доставка по всей галактике ! тьфу ! . . . мы тоже иногда не по адресу :( #юмор #челябинск #rt #метеорит ,Not related,Fri Feb 15 12:22:51 +0000 2013,train
335,302392541221908480,rt <USR> : esa experts confirm *no* link between #meteor incidents in #russia & #asteroid #2012da14 earth flyby of . . . ,Related - but not informative,Fri Feb 15 12:22:54 +0000 2013,train
336,302392696406958080,#russianmeteor <URL> generation love . ? ,Not related,Fri Feb 15 12:23:31 +0000 2013,train
337,302393770152980482,"meteor explodes over russian urals , injuring 500 - live updates <URL> via <USR> ",Related and informative,Fri Feb 15 12:27:47 +0000 2013,train
338,302393812087607297,meteor rain in russia ? #prayfortheworld ,Related - but not informative,Fri Feb 15 12:27:57 +0000 2013,train
339,302393900163813376,video : meteor falling over russia caught on camera via <USR> <URL> ,Related and informative,Fri Feb 15 12:28:18 +0000 2013,train
340,302394130863099904,#russianmeteor how can astronomers come out and say that the #russianmeteor has nothing to do with the #asteroid passing earth today #liars ,Related - but not informative,Fri Feb 15 12:29:13 +0000 2013,train
341,302394453790965761,"amazing footage of a meteor hitting russia , injuring 500 people <URL> ",Related and informative,Fri Feb 15 12:30:30 +0000 2013,train
342,302394525119283200,"челябинцы времени зря не теряют и продают « за пятихатку » осколки #метеорит ' а - молодцы , я бы так же сделал ",Related - but not informative,Fri Feb 15 12:30:47 +0000 2013,train
343,302394550255767553,"rt <USR> : <USR> <USR> vapour trail from #russianmeteor , seen by <USR> ' s seviri sensor : <URL> . . . ",Related and informative,Fri Feb 15 12:30:53 +0000 2013,train
344,302395414294974464,the decepticons have landed . . . meteor in russia <URL> ,Related - but not informative,Fri Feb 15 12:34:19 +0000 2013,train
345,302395464635015168,"video of the #meteorite that hit #chelyabinsk , russia today : <URL> it ' s airburst caused shockwaves tha . . . ",Not applicable,Fri Feb 15 12:34:31 +0000 2013,train
346,302395531722907649,"meteor injures hundreds in russia : a white flash appeared in the sky for a few seconds , followed by . . . <URL> #tweet4ywca ",Related and informative,Fri Feb 15 12:34:47 +0000 2013,train
347,302395540140863488,yall heard of that meteor that hit russia this morning ? yikessss ! <URL> read more here ! ,Related and informative,Fri Feb 15 12:34:49 +0000 2013,train
348,302396014067855361,"everyone is going to think that meteor that hit russia is the asteroid that is flying by us today . its not , but damn <URL> ",Related and informative,Fri Feb 15 12:36:42 +0000 2013,train
349,302396114747920384,"in soviet russia , people hits meteor . ",Not related,Fri Feb 15 12:37:06 +0000 2013,train
350,302396169257107457,<USR> : at least 250 people injured in spectacular #russianmeteor shower - interior ministry ,Related and informative,Fri Feb 15 12:37:19 +0000 2013,train
351,302396618051829760,<URL> okay i ' m done bitching due to the fact i do love her complicated ass . #russianmeteor ,Not related,Fri Feb 15 12:39:06 +0000 2013,train
352,302396844577804288,"nature ! breaking : huge meteor over russia shatters windows , injures dozens [ updated ] <URL> via <USR> ",Related and informative,Fri Feb 15 12:40:00 +0000 2013,train
353,302396907458797568,#russianmeteor <URL> i laughed so hard when i saw this . boy hot hella stacks ,Not related,Fri Feb 15 12:40:15 +0000 2013,train
354,302397846991282176,#метеорит #russianmeteor теперь иностранцы кроме москвы и питера будут знать суровый город челябинск :) ,Not related,Fri Feb 15 12:43:59 +0000 2013,train
355,302398161572491264,#russianmeteor вот что делают заграничные шутники <URL> ,Related - but not informative,Fri Feb 15 12:45:14 +0000 2013,train
356,302398941696249856,акции челябинского цинкового завода упали в цене <URL> #метеорит ,Not related,Fri Feb 15 12:48:20 +0000 2013,train
357,302399549866119169,как купить на таобао #челябинск <URL> ,Not related,Fri Feb 15 12:50:45 +0000 2013,train
358,302399730237964288,wait what ? ! rt <USR> : a meteor strike injures hundreds in russia . are you concerned or fascinated ( cont ) <URL> ,Related - but not informative,Fri Feb 15 12:51:28 +0000 2013,train
359,302399738647572480,that russian meteor footage is a nice reminder that we ' re flying through the universe in an organic spaceship with no roof . ,Related - but not informative,Fri Feb 15 12:51:30 +0000 2013,train
360,302400992706711552,ох уж эти суровые дожди в челябинске . . . #метеорит #челябинск ,Related - but not informative,Fri Feb 15 12:56:29 +0000 2013,train
361,302401118556786688,wow . meteor strike injures hundreds in central russia <URL> ,Related and informative,Fri Feb 15 12:56:59 +0000 2013,train
362,302401315684888576,"#russianmeteor a meteor shower has hit russia , injuring hundreds . a . meteor . shower . the videos and photos are crazy ! . . . ",Related and informative,Fri Feb 15 12:57:46 +0000 2013,train
363,302401454117904385,at least 250 people injured in spectacular meteor shower in russia - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 12:58:19 +0000 2013,train
364,302401533805469696,video : взрыв челябинск ( by григорий ченцов ) this morning : meteor attacks russia … no kidding . <URL> ,Not applicable,Fri Feb 15 12:58:38 +0000 2013,train
365,302402347479474176,"shit , didn ' t realise there had been a meteor strike in russia ! ",Related - but not informative,Fri Feb 15 13:01:52 +0000 2013,train
366,302402540430041089,"elon musk just sent a scathing email to russia , saying that spacex logs show the meteor was going 6 0 mph , not 5 4 mph . ",Related and informative,Fri Feb 15 13:02:38 +0000 2013,train
367,302403169567256576,"молодость — самая старая традиция америки , ей уже триста лет . #метеорит ",Not related,Fri Feb 15 13:05:08 +0000 2013,train
368,302403266036240384,ух ты #russianmeteor второй в мировом топе ! ,Not related,Fri Feb 15 13:05:31 +0000 2013,train
369,302403366686978048,"алексей <USR> , уже даже открытку на эту тему сделали #метеорит <URL> ",Related - but not informative,Fri Feb 15 13:05:55 +0000 2013,train
370,302403572216233985,meteor hits urals in russia . we ' re watching exhausted luxury passengers . . . <URL> ,Related - but not informative,Fri Feb 15 13:06:44 +0000 2013,train
371,302403945517699072,you see ? now you know why i avoid girls ! #meteor <URL> ,Not related,Fri Feb 15 13:08:13 +0000 2013,train
372,302404155241271296,this must be how the dinosaurs felt . #meteor ,Not related,Fri Feb 15 13:09:03 +0000 2013,train
373,302404679504101376,meteor hit russia 😱 😱 ,Related and informative,Fri Feb 15 13:11:08 +0000 2013,train
374,302405233164832769,какой суровый челябинский романтик пообещал своей любимой 14 февраля звезду с неба ? #метеорит #russianmeteor #chelyabinsk ,Related - but not informative,Fri Feb 15 13:13:20 +0000 2013,train
375,302405426086047744,в результате падения метеорита больше всех пострадал твиттер . #russianmeteor ,Related - but not informative,Fri Feb 15 13:14:06 +0000 2013,train
376,302405522555019266,первое фото воронки от челябинского метеорита : <URL> #chelly #метеорит <URL> ,Related and informative,Fri Feb 15 13:14:29 +0000 2013,train
377,302405522563420160,“ <USR> : 500 injured by blasts as meteor falls in russia . <URL> <USR> <USR> have fun today ,Related and informative,Fri Feb 15 13:14:29 +0000 2013,train
378,302405543530754049,life imitating art . meteor hits russia and looks like a movie . <URL> ,Related - but not informative,Fri Feb 15 13:14:34 +0000 2013,train
379,302405577114521600,какой суровый челябинский романтик пообещал своей любимой 14 февраля звезду с неба ? #метеорит #russianmeteor #chelyabinsk ,Related - but not informative,Fri Feb 15 13:14:42 +0000 2013,train
380,302405795201564675,source : more than 500 now reported injured in blast from russian #meteor <URL> ,Related and informative,Fri Feb 15 13:15:34 +0000 2013,train
381,302406164317102081,#ff every dash cam company because you know how useful dash cams are . #russianmeteor ,Not related,Fri Feb 15 13:17:02 +0000 2013,train
382,302406218830454784,possible meteor shower reported in eastern russia <URL> ,Related and informative,Fri Feb 15 13:17:15 +0000 2013,train
383,302406357259259905,#russianmeteor shower - six of the most dramatic videos : <URL> #метеорит <URL> ,Related and informative,Fri Feb 15 13:17:48 +0000 2013,train
384,302406374032289793,what ' s really scary is that no one saw that meteor that cause injuries in russia . should remind us all how fragile life is on this planet . ,Related - but not informative,Fri Feb 15 13:17:52 +0000 2013,train
385,302406428533063681,"dramatic cctv video : meteorite blast wave blows out doors , windows in #russia <URL> #russianmeteor #метеорит ",Related and informative,Fri Feb 15 13:18:05 +0000 2013,train
386,302406525002059777,o__o a meteor shower in russia ? ? when is it getting here please ? could use some clark kent powers right now . ,Related - but not informative,Fri Feb 15 13:18:28 +0000 2013,train
387,302407066088251392,"the #russianmeteor was probably meant for me , thankfully god has terrible aim . <USR> ",Related - but not informative,Fri Feb 15 13:20:37 +0000 2013,train
388,302407405818503169,meteor hit russia this morning maybe it was something cool like the silver surfer ,Related and informative,Fri Feb 15 13:21:58 +0000 2013,train
389,302407439372926976,#russianmeteor shower - six of the most dramatic videos : <URL> #метеорит <URL> ,Related - but not informative,Fri Feb 15 13:22:06 +0000 2013,train
390,302407451934851073,#russianmeteor moriremo tutti ʘ ‿ ʘ ,Related - but not informative,Fri Feb 15 13:22:09 +0000 2013,train
391,302407674262347776,hello worst nightmare . . . bbc news - meteor strike injures hundreds in central russia <URL> ,Related and informative,Fri Feb 15 13:23:02 +0000 2013,train
392,302408206913765376,<URL> #russianmeteor lol . she got caught in the act ! ,Not related,Fri Feb 15 13:25:09 +0000 2013,train
393,302408248890359812,there ' s a russian nationalist dude claiming that the meteor strike was really an american weapons test . russian version of 9 11 truthers ? ,Related - but not informative,Fri Feb 15 13:25:19 +0000 2013,train
394,302408567619739648,"elon musk just sent a scathing email to russia , saying that spacex logs show the meteor was going 6 0 mph , not 5 4 mph . ",Related - but not informative,Fri Feb 15 13:26:35 +0000 2013,train
395,302408831877668864,<URL> #meteor ! this made me laugh so much - because it actually had a girl underneath it ,Not related,Fri Feb 15 13:27:38 +0000 2013,train
396,302408869613826048,check it out <USR> #russianmeteor video - camera man speaking russian says yeah buddy . awsome . #infultrated :-) <URL> ,Not related,Fri Feb 15 13:27:47 +0000 2013,train
397,302408995476496384,"<USR> a small bit of meteor landing at 19 miles per second , might cause a hole this large . . . in ice . the reports from russia look legit ",Related and informative,Fri Feb 15 13:28:17 +0000 2013,train
398,302409003835731968,пво сбили #метеорит . метеоритный дождь накрыл #челябинск . мчс в а*уе . #рунетбезнаркотиков остался . ,Related - but not informative,Fri Feb 15 13:28:19 +0000 2013,train
399,302409247130546176,meteor hits russia . <URL> #whatshappeningtotheworld ,Related and informative,Fri Feb 15 13:29:17 +0000 2013,train
400,302409310049292288,"meteor crashes in russia , causes explosions and injuries ( videos of meteor ; twitter reacts ) <URL> ",Related and informative,Fri Feb 15 13:29:32 +0000 2013,train
401,302409884652142593,<USR> « <USR> “ <USR> : sonic booms from #russianmeteor showers - amazing . . . <URL> ,Not related,Fri Feb 15 13:31:49 +0000 2013,train
402,302409997910953986,the videos coming out of russia of a possible meteor hitting earth are amazing : <URL> ,Related and informative,Fri Feb 15 13:32:16 +0000 2013,train
403,302410081788641280,could spend the entire night correcting claims of meteor shower & meteorite over russia . probably shouldn ' t . htt . . . ,Related - but not informative,Fri Feb 15 13:32:36 +0000 2013,train
404,302410492805275650,<URL> ты носишь платье ? #метеорит http :// momsvacatio ,Not related,Fri Feb 15 13:34:14 +0000 2013,train
405,302410731888975872,unreal video of meteor shower in russia tonight <URL> via <USR> ,Related - but not informative,Fri Feb 15 13:35:11 +0000 2013,train
406,302410836754968576,"wow , the bang / roar the meteor in russia made is incredible :o <URL> ",Related - but not informative,Fri Feb 15 13:35:36 +0000 2013,train
407,302410836771745793,<URL> #russianmeteor i dispise the girl a great deal for this . ,Not related,Fri Feb 15 13:35:36 +0000 2013,train
408,302410970989473792,"holy fcuk , just catching up on the news about the russian meteor . don ’ t wish to alarm anyone , but what if its carrying an intergalactic ",Related - but not informative,Fri Feb 15 13:36:08 +0000 2013,train
409,302410983572381696,at least 250 people injured in spectacular #russianmeteor shower - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 13:36:11 +0000 2013,train
410,302411029701332992,afp : regional governor says around 950 people injured in russia meteor strike ,Related and informative,Fri Feb 15 13:36:22 +0000 2013,train
411,302411063243177985,a meteor just crashed into russia . . . no comet . #russianmeteor ,Related and informative,Fri Feb 15 13:36:30 +0000 2013,train
412,302411159733170178,"russia , chelyabinsk #meteor cool #video <URL> ",Related and informative,Fri Feb 15 13:36:53 +0000 2013,train
413,302411235234811904,the apocalypse can ' t start with things such as the #russianmeteor i want my zombie apocalypse ,Related - but not informative,Fri Feb 15 13:37:11 +0000 2013,train
414,302411444941627392,"so , russia was hit by a meteor . um , what ? #wherewasrussianbrucewillis ? ",Related and informative,Fri Feb 15 13:38:01 +0000 2013,train
415,302411512042094593,"челябинские мужики настолько суровы , что на 14 февраля в прямом смысле дарят своим женщинам звезды с неба . #метеорит ",Not related,Fri Feb 15 13:38:17 +0000 2013,train
416,302411725951610880,wow ! - i hate this particular #russianmeteor <URL> ,Not related,Fri Feb 15 13:39:08 +0000 2013,train
417,302412166349348866,i ' m surprised the #russianmeteor didn ' t cause a bunch of car accidents in the youtube videos . ,Related - but not informative,Fri Feb 15 13:40:53 +0000 2013,train
418,302412657074515968,amazing photo of the meteor that landed in russia <URL> ,Related and informative,Fri Feb 15 13:42:50 +0000 2013,train
419,302412782920409088,пво сбили #метеорит . метеоритный дождь накрыл #челябинск . мчс в а*уе . #рунетбезнаркотиков остался . ,Related and informative,Fri Feb 15 13:43:20 +0000 2013,train
420,302413038764576768,meteor hits russia . impressive how strong the sonic boom was ! #meteor  ,Related and informative,Fri Feb 15 13:44:21 +0000 2013,train
421,302413395288784896,"e esse meteoro que caiu na russia ? meu deus , chocado u . u #russianmeteor ",Related - but not informative,Fri Feb 15 13:45:46 +0000 2013,train
422,302413948924334080,дедушка луи написал об этом в твиттере #метеорит <URL> ,Not related,Fri Feb 15 13:47:58 +0000 2013,train
423,302414041190637569,#russianmeteor truly the only b discussion one should call a girl is in fact attractive . bitches love being also known as attractive . ,Not related,Fri Feb 15 13:48:20 +0000 2013,train
424,302414213182259201,"#russianmeteor пострадали 524 человека , из них 67 детей . господи боже , пусть с этими людьми всё будет хорошо ! и зн . . . ",Related and informative,Fri Feb 15 13:49:01 +0000 2013,train
425,302414309630291970,wtf the world is becoming to an end ? ? ? ? #russianmeteor . . . https://t.co/u7onz6cm ,Not related,Fri Feb 15 13:49:24 +0000 2013,train
426,302414359982915584,<USR> <USR> tapi tapi meteor kat russia ni lebih penting dan lebih menghancurkan bumi berbanding masalah <USR> ni kan =( ,Not applicable,Fri Feb 15 13:49:36 +0000 2013,train
427,302414536122716161,easily the best footage of the fireball coming in #russianmeteor https://t.co/ys59ov3b it ' s a beautiful sight . . ,Related - but not informative,Fri Feb 15 13:50:18 +0000 2013,train
428,302414989107535873,"meteor fell in chelyabinsk , russia this morning at 9:20am local time : <URL> #russianmeteor ",Related and informative,Fri Feb 15 13:52:06 +0000 2013,train
429,302415073022992385,wow . rt <USR> more on the meteor impact in russia <URL> via <USR> ,Related - but not informative,Fri Feb 15 13:52:26 +0000 2013,train
430,302415123346243584,exploding meteor over russia injures hundreds <URL> ,Related and informative,Fri Feb 15 13:52:38 +0000 2013,train
431,302415253365465088,incredible blast damage footage of the meteor in russia ! <URL> #russianmeteor ,Related - but not informative,Fri Feb 15 13:53:09 +0000 2013,train
432,302415467249799168,new scientist ' s favourite #russianmeteor vids : <URL> <URL> <URL> #метеорит ,Not related,Fri Feb 15 13:54:00 +0000 2013,train
433,302415765057970176,[ último momento ] número de heridos por meteorito aumenta a 950 <URL> #russianmeteor ,Related and informative,Fri Feb 15 13:55:11 +0000 2013,train
434,302415802806710272,meteor in russia injures more than 700 - watch the explosion : <URL> ,Related and informative,Fri Feb 15 13:55:20 +0000 2013,train
435,302415974764793857,from my friend misha . . . #russianmeteor #russia #chelyabinsk #angrybirds <URL> ,Related - but not informative,Fri Feb 15 13:56:01 +0000 2013,train
436,302416255804133376,meteor in russia injures more than 700 - watch the explosion : <URL> ,Related and informative,Fri Feb 15 13:57:08 +0000 2013,train
437,302416272593924097,"increible lo del meteorito . eso quiere decir que muchas posibilidades ficticias pueden ser , a priori , reales en cualquier momento #метеорит ",Related - but not informative,Fri Feb 15 13:57:12 +0000 2013,train
438,302416343876136961,"#russianmeteor i kissed a girl , and i liked it . : ) what else should i do with a girl that i might like ? <URL> ",Not related,Fri Feb 15 13:57:29 +0000 2013,train
439,302416369037742080,"#russianmeteor i wanna ride you like i stole you , i wanna feel you thrust into me like you own me ! <URL> ",Not related,Fri Feb 15 13:57:35 +0000 2013,train
440,302416390005067776,بلغ عدد المباني المتضررة من سقوط #النيازك بمناطق عدة من #روسيا زهاء 3 آلاف مبنى #نيزك #امطار_النيازك #روسيا #meteor http . . . ,Related and informative,Fri Feb 15 13:57:40 +0000 2013,train
441,302416935293960195,dieses „ stirb langsam “ - marketing wirkt ziemlich realistisch … #russianmeteor ,Not related,Fri Feb 15 13:59:50 +0000 2013,train
442,302418067735052289,meteor blast injures hundreds in russia <URL> ,Related and informative,Fri Feb 15 14:04:20 +0000 2013,train
443,302418122248445952,best russian meteor video so far : <URL> ,Related - but not informative,Fri Feb 15 14:04:33 +0000 2013,train
444,302418164208263168,"kal - el just landed in russia ! ! quick , everyone , name your sons lex luthor ! #redson #doomed #russianmeteor ",Not related,Fri Feb 15 14:04:43 +0000 2013,train
445,302418260656283648,"the moral of the story is , if you see a huge weird contrail and bright light , take cover away from windows asap . #meteor ",Related and informative,Fri Feb 15 14:05:06 +0000 2013,train
446,302418294244274179,you guys this is scary ! ! https://t.co/nx5kjwnf #russianmeteor ,Related and informative,Fri Feb 15 14:05:14 +0000 2013,train
447,302418323575021568,"on the other hand , that meteor situation in russia is out of this world ! ! ! no ? okay . . ",Related - but not informative,Fri Feb 15 14:05:21 +0000 2013,train
448,302418839507972096,#метеорит ,Not applicable,Fri Feb 15 14:07:24 +0000 2013,train
449,302419321844543490,over 700 injured in russia as meteor falls in russia <URL> ,Related and informative,Fri Feb 15 14:09:19 +0000 2013,train
450,302419477029597184,easily the best footage of the fireball coming in #russianmeteor https://t.co/ys59ov3b it ' s a beautiful sight . . ,Not related,Fri Feb 15 14:09:56 +0000 2013,train
451,302419544138461187,"my first thought upon hearing about the meteor exploding over russia was , i hope t . a . t . u are okay ",Related - but not informative,Fri Feb 15 14:10:12 +0000 2013,train
452,302419552518692864,meteor dash cam : amazing video of russian meteorite ripping through skies : <URL> via <USR> ,Related and informative,Fri Feb 15 14:10:14 +0000 2013,train
453,302419976155975682,"video : explosions in the skies of russia ' s urals region , reportedly caused by a meteor shower - <USR> youtube http :/ . . . ",Related - but not informative,Fri Feb 15 14:11:55 +0000 2013,train
454,302420156515246080,hundreds injured by meteor explosion in russia - <URL> ,Related and informative,Fri Feb 15 14:12:38 +0000 2013,train
455,302420290720395264,that meteor in russia must have been terrifying . but not as terrifying as viktor ( scroll down ) <URL> ,Related - but not informative,Fri Feb 15 14:13:10 +0000 2013,train
456,302420500431396864,"a huge meteor burning up over russia - if you slept through it last night , check out the video ! <URL> ",Related and informative,Fri Feb 15 14:14:00 +0000 2013,train
457,302420592697696257,video : meteor the size of an olympic swimming pool explodes over russia . 500 reported injured : <URL> ,Related and informative,Fri Feb 15 14:14:22 +0000 2013,train
458,302420898902851585,"dos que vi até agora , este pareceu - me o melhor #russianmeteor <URL> ",Not related,Fri Feb 15 14:15:35 +0000 2013,train
459,302421242844151809,"эй народ ! сегодня в 01.20 по нашему времени еще один должен пролетать , видно будет ! #метеорит все смотрим в окно ! :)) ",Related and informative,Fri Feb 15 14:16:57 +0000 2013,train
460,302421301539254272,"wow : meteor ’ s blasts shatter glass , injure 500 in russia <URL> ",Related and informative,Fri Feb 15 14:17:11 +0000 2013,train
461,302421372867588096,everybody acting like is honky dory after this meteor landed in russia w / another the size of a walmart on the way ? ? http : . . . ,Related - but not informative,Fri Feb 15 14:17:28 +0000 2013,train
462,302421733544169473,#метеорит इष rusia डघत ड ी इघलघचजचलट ि टडघ े षलक घच े डच ी उलष ि ईए . no dice nada pero los enrede jajaja ,Not applicable,Fri Feb 15 14:18:54 +0000 2013,train
463,302421788091117568,750 people injured in russia from a meteor ? #holymoly #hachemache ,Related and informative,Fri Feb 15 14:19:07 +0000 2013,train
464,302421863580196865,"stay turned for our take on the surprise #russianmeteor shower , which has reportedly injured 250 people in #chelyabinsk ",Related and informative,Fri Feb 15 14:19:25 +0000 2013,train
465,302422559838846976,photo : amalucky : wowowowowowowow footage of the russian meteor strike <URL> ,Related and informative,Fri Feb 15 14:22:11 +0000 2013,train
466,302422656295256065,injury reports top 750 after meteor explodes over russia ' s ural mountains with force of an atomic bomb : <URL> - bw ,Related and informative,Fri Feb 15 14:22:34 +0000 2013,train
467,302422949888159744,"meteor injures 725 in russia : the meteor streaked through the skies over russia ' s southern chelyabinsk region , f . . . <URL> ",Related and informative,Fri Feb 15 14:23:44 +0000 2013,train
468,302423021208080384,crazy . . . - russian meteor causes blast ; hundreds injured - <URL> <URL> ,Related and informative,Fri Feb 15 14:24:01 +0000 2013,train
469,302423126061494272,russia now says meteor blast injured more than 750 people . ,Related and informative,Fri Feb 15 14:24:26 +0000 2013,train
470,302423168017108994,#twisters terror from above : hundreds hurt as 11 - ton meteorite hits russian city : video : meteor rocks russ . . . <URL> #tcot ,Related and informative,Fri Feb 15 14:24:36 +0000 2013,train
471,302423209955958784,"meteor injures 725 in russia : the meteor streaked through the skies over russia ' s southern chelyabinsk region , f . . . <URL> ",Related and informative,Fri Feb 15 14:24:46 +0000 2013,train
472,302423230914887683,holy moly that first video ! #russia #meteor <URL> ,Related and informative,Fri Feb 15 14:24:51 +0000 2013,train
473,302423335789268993,meteor alert : debris from the russian meteor made this hole in lake <URL> ( via <USR> read more : <URL> ,Related and informative,Fri Feb 15 14:25:16 +0000 2013,train
474,302423482581544960,all star extraterrestrial kicks release today and a meteor hit russia today . coincident ? ,Related - but not informative,Fri Feb 15 14:25:51 +0000 2013,train
475,302423730049658880,anyone else hear about the meteor that hit russia and injured almost 500 people this morning ? ,Related and informative,Fri Feb 15 14:26:50 +0000 2013,train
476,302423973302505473,i have a post up with my prelim analysis on the #russianmeteor : <URL> ,Not related,Fri Feb 15 14:27:48 +0000 2013,train
477,302424107532840960,we ' re closely following the meteor explosion in russia . check here for live updates : <URL> ,Related and informative,Fri Feb 15 14:28:20 +0000 2013,train
478,302424183051272192,la agencia espacial rusa está creando un sistema nacional de monitoreo de amenazas #meteorito #russianmeteor http :// t . . . . ,Not related,Fri Feb 15 14:28:38 +0000 2013,train
479,302424224960745472,"wow rt <USR> : meteorite explodes over russia , shock wave injures over 900 : <URL> #meteorite ",Related and informative,Fri Feb 15 14:28:48 +0000 2013,train
480,302424363381166082,"hey nasa , thanks for that #meteor warning . now bruce willis has to save the world . . . agian ! #russianmeteor ",Related - but not informative,Fri Feb 15 14:29:21 +0000 2013,train
481,302424547917983744,"russia meteor strike : at least 950 people now known to have been injured , mostly by broken glass from blown - out windows | v . . . ",Related and informative,Fri Feb 15 14:30:05 +0000 2013,train
482,302425202254561281,meteor in russia injures more than 700 - watch the explosion : <URL> ,Related and informative,Fri Feb 15 14:32:41 +0000 2013,train
483,302425340649828352,"“ <USR> : russia meteor strike : at least 950 people now known to have been injured , mostly by broken glass from blown - out windows ",Related and informative,Fri Feb 15 14:33:14 +0000 2013,train
484,302425386791350273,на <USR> жириновский про #метеорит больше ада ! ) ) ,Related - but not informative,Fri Feb 15 14:33:25 +0000 2013,train
485,302425541993168899,шутка года - конец света доставлен почтой россии #челябинск ,Related - but not informative,Fri Feb 15 14:34:02 +0000 2013,train
486,302425567163203585,this youtube video reportedly shows an impact crater made by the #meteor that that exploded over #russia <URL> . . . ,Related and informative,Fri Feb 15 14:34:08 +0000 2013,train
487,302425814622957568,listen to the audio on this video ! it makes me get goosebumps ! #russianmeteor https://t.co/8zggfbal ,Related - but not informative,Fri Feb 15 14:35:07 +0000 2013,train
488,302425848181583872,we ' re closely following the meteor explosion in russia . check here for live updates : <URL> ,Related and informative,Fri Feb 15 14:35:15 +0000 2013,train
489,302425940456255488,so that meteor that hit russia is pretty nuts ,Related - but not informative,Fri Feb 15 14:35:37 +0000 2013,train
490,302426569601847296,meteor blast injures hundreds in russia <URL> ,Related and informative,Fri Feb 15 14:38:07 +0000 2013,train
491,302426934506291202,"russian meteor blast hurts hundreds : a meteor streaked through the skies above russia ' s urals region , exploding . . . <URL> ",Related and informative,Fri Feb 15 14:39:34 +0000 2013,train
492,302427286811070464,hoep dat #russianmeteor tot u ppl 2 wership me betr plenti moar wer dat caem frum if u dnt git teh fuk 2 cherch ,Related - but not informative,Fri Feb 15 14:40:58 +0000 2013,train
493,302427412640169984,dammit bruce willis . you had one job . #meteor ,Not related,Fri Feb 15 14:41:28 +0000 2013,train
494,302427479753252865,#cuba #chile videos of meteor fireball screams across the sky in russia : visit <URL> f . . . <URL> #noaltirano ,Related - but not informative,Fri Feb 15 14:41:44 +0000 2013,train
495,302428222136651776,cakelat daim duk russia kn ? tgk dok meteor tadi ? haha cc <USR> ,Not related,Fri Feb 15 14:44:41 +0000 2013,train
496,302428511560429569,omg . . . there was a huge meteor that hit in russia & killed people this morning . . ,Related and informative,Fri Feb 15 14:45:50 +0000 2013,train
497,302428574449815552,"world , please wait until tuesday to come to an end . over 950 injured in meteor strike in russia ! <URL> ",Related and informative,Fri Feb 15 14:46:05 +0000 2013,train
498,302428624806608896,incredible meteor strike caught on video : russia ( video collection ) <URL> ,Related and informative,Fri Feb 15 14:46:17 +0000 2013,train
499,302428930965635072,bill nye <USR> : #meteor shower in russia and asteroid flyby are not connected <URL> ,Related and informative,Fri Feb 15 14:47:30 +0000 2013,train
500,302429178467344386,wow ! ! ! rt <USR> : hundreds injured by meteor explosion in russia <URL> ,Related and informative,Fri Feb 15 14:48:29 +0000 2013,train
501,302429274936311809,hole in chebarkul lake made by #russianmeteor debris ( photo ) #meteorite <URL> ,Related and informative,Fri Feb 15 14:48:52 +0000 2013,train
502,302429337838301184,"breaking : interfax says nearly 1,000 people injured by falling meteor in russia , according to officials - bw ",Related and informative,Fri Feb 15 14:49:07 +0000 2013,train
503,302429534983176192,"breaking : interfax says nearly 1,000 people injured by falling meteor in russia , according to officials - bw ",Related and informative,Fri Feb 15 14:49:54 +0000 2013,train
504,302429979575209984,russian meteor explosion not caused by asteroid flyby : the meteor explosion over russia that injured more than 5 . . . <URL> ,Related and informative,Fri Feb 15 14:51:40 +0000 2013,train
505,302430227043348480,"un takes aims at asteroids as russia counts nearly 1,000 injured by meteor blast <URL> ",Related and informative,Fri Feb 15 14:52:39 +0000 2013,train
506,302430348669763584,"incredible , best footage of the #russianmeteor - <URL> what a beautiful video ! ",Not related,Fri Feb 15 14:53:08 +0000 2013,train
507,302430457696493568,both #russianmeteor and #escapefromplanetearth are trending . . . who needs a ride ? ,Not related,Fri Feb 15 14:53:34 +0000 2013,train
508,302430755517235202,"самая гениальная версия была от пенсионерки – соседки , через 4 минуты после взрыва . да , это наркоманы какие – то #метеорит ",Related - but not informative,Fri Feb 15 14:54:45 +0000 2013,train
